Біграмма;Частота;Вірогідність;
те;3019;0.0056812621848866;
од;2453;0.004616143139955889;
ор;2669;0.005022619665936514;
 д;4152;0.00781338211051645;
ра;3818;0.007184848963861226;
йз;3;5.645507305286453e-06;
ер;4563;0.008586816611340696;
 ф;686;0.0012909393371421688;
ин;2090;0.003933036756016229;
ан;2128;0.004004546515216524;
си;925;0.0017406980857966564;
ст;6676;0.012563135590030788;
ил;2239;0.004213430285512122;
ад;1011;0.0019025359618815346;
ел;3044;0.005728308079097321;
ьф;77;0.00014490135416901897;
ия;990;0.0018630174107445295;
 г;1339;0.002519778093926187;
де;3096;0.005826163539055619;
 р;1792;0.003372249697024441;
ся;2383;0.0044844146361658725;
рэ;284;0.0005344413582337842;
нк;586;0.0011027557602992873;
 а;834;0.001569451030869634;
лд;29;5.457323728443571e-05;
же;2209;0.004156975212459258;
рн;420;0.0007903710227401034;
он;3619;0.006810363645943891;
 к;4918;0.009254868309132925;
ау;1141;0.002147174611777281;
пе;1823;0.0034305866058457345;
рв;1023;0.0019251179911026805;
уд;1911;0.0035961881534674707;
 н;7619;0.014337706719659163;
ас;1866;0.003511505543888174;
чи;822;0.0015468690016484882;
ты;806;0.001516759629353627;
ва;2845;0.0053538227611799865;
ла;3132;0.005893909626719057;
 т;3733;0.007024892923544777;
ог;2362;0.004444896085028867;
да;2540;0.004779862851809197;
 б;3599;0.0067727269305753145;
ол;3026;0.005694435035265602;
е ;10391;0.019554155469743845;
дв;408;0.0007677889935189576;
ух;152;0.0002860390368011803;
со;1679;0.003159602255191985;
т ;2726;0.005129884304736957;
пя;197;0.0003707216463804771;
ти;2360;0.00444113241349201;
ыс;435;0.0008185985592665357;
яч;160;0.0003010937229486108;
 ж;996;0.0018743084253551024;
ит;2347;0.004416668548502435;
ей;1274;0.0023974587689783136;
 э;1749;0.003291330758982002;
то;6371;0.011989175680659997;
из;1087;0.002045555480282125;
об;2519;0.004740344300672192;
ов;3289;0.006189357842362382;
ал;3471;0.006531851952216426;
вы;1436;0.002702316163463782;
ми;1767;0.003325203802813721;
 п;7855;0.014781819961008363;
ар;880;0.0016560154762173596;
ка;3933;0.00740126007723054;
 в;7464;0.014046022175552696;
ич;617;0.0011610926691205804;
ес;2784;0.005239030779305829;
тв;1466;0.0027587712365166467;
ен;4303;0.008097539311549202;
ны;2720;0.005118593290126384;
 з;2172;0.004087347289027392;
ни;4270;0.008035438731191051;
ям;244;0.0004591679274966315;
и ;9502;0.017881203471610627;
па;626;0.0011780291910364398;
мя;239;0.00044975874865448744;
тн;684;0.0012871756656053113;
ик;938;0.001765161950786231;
ам;1452;0.0027324255357586433;
ы ;2228;0.004192730092059406;
мн;775;0.0014584227205323337;
о ;10662;0.020064132962988056;
чт;1509;0.0028396901745590857;
зн;1133;0.0021321199256298506;
ае;587;0.001104637596067716;
м ;4607;0.008669617385151563;
мы;531;0.0009992547930357022;
 и;4893;0.009207822414922205;
 ч;2429;0.004570979081513598;
оз;711;0.0013379852313528894;
дн;804;0.0015129959578167693;
уз;124;0.00023334763528517339;
на;4947;0.009309441546417361;
л ;2762;0.005197630392400394;
фр;310;0.0005833690882129335;
эн;350;0.0006586425189500862;
к ;2389;0.004495705650776446;
гд;533;0.0010030184645725597;
а ;7577;0.014258669617385152;
ещ;423;0.0007960165300453898;
не;5408;0.010176967835663046;
 с;8026;0.01510361387740969;
ущ;195;0.00036695797484361946;
ле;2575;0.004845727103704205;
гр;343;0.0006454696685710844;
аф;29;5.457323728443571e-05;
фо;116;0.00021829294913774285;
ос;3100;0.005833690882129335;
та;2898;0.005453560056906713;
вк;101;0.00019006541261131057;
ро;3751;0.007058765967376495;
в ;3382;0.006364368568826262;
ом;2809;0.005286076673516549;
ск;1646;0.003097501674833834;
ой;1722;0.0032405211932344242;
оч;893;0.0016804793412069341;
во;3251;0.006117848083162086;
й ;4076;0.007670362592115861;
се;1963;0.003694043613425769;
 о;5959;0.011213859344067325;
ке;250;0.0004704589421072044;
их;879;0.0016541336404489308;
ох;189;0.00035566696023304654;
бы;1920;0.00361312467538333;
ло;2634;0.004956755414041506;
аж;557;0.0010481825230148514;
по;4426;0.008329005111065947;
ых;570;0.0010726463880044261;
 м;3050;0.005739599093707894;
ок;954;0.001795271323081092;
ак;2375;0.004469359950018442;
аз;1624;0.0030561012879283997;
х ;2178;0.0040986383036379645;
пи;388;0.0007301522781503813;
оя;353;0.0006642880262553726;
ви;1366;0.002570587659673765;
сь;1281;0.0024106316193573153;
ку;776;0.0014603045563007626;
рс;210;0.0003951855113700517;
ир;544;0.001023718658025277;
бе;906;0.0017049432061965089;
сч;261;0.0004911591355599214;
ис;1575;0.002963891335275388;
бу;703;0.0013229305452054588;
сы;184;0.00034625778139090244;
ля;752;0.0014151404978584709;
ьн;807;0.001518641465122056;
ут;710;0.0013361033955844605;
еш;435;0.0008185985592665357;
ий;501;0.0009427997199828377;
лу;755;0.0014207860051637573;
жи;690;0.0012984666802158841;
ед;1826;0.003436232113151021;
но;6145;0.011563880796995085;
вш;402;0.0007564979789083847;
ая;798;0.0015017049432061965;
ет;2588;0.0048701909686937805;
ь ;5448;0.0102522412664002;
 е;2460;0.0046293159903348915;
ще;840;0.0015807420454802068;
вя;157;0.0002954482156433244;
за;2489;0.004683889227619327;
я ;5475;0.010303050832147777;
с ;1715;0.003227348342855422;
су;689;0.0012965848444474555;
до;2377;0.004473123621555299;
хо;984;0.0018517263961339565;
ым;619;0.0011648563406574382;
ем;2535;0.004770453672967053;
ье;186;0.0003500214529277601;
ко;4125;0.007762572544768873;
го;4439;0.008353468976055522;
вс;1279;0.002406867947820458;
жа;553;0.0010406551799411361;
ть;3564;0.0067068626786803065;
 л;1129;0.002124592582556135;
пу;406;0.0007640253219820999;
ма;1309;0.0024633230208733225;
ль;2228;0.004192730092059406;
ча;1018;0.0019157088122605363;
лю;547;0.0010293641653305633;
бо;1176;0.0022130388636722896;
ат;3068;0.0057734721375396125;
зо;277;0.0005212685078547825;
рк;114;0.0002145292776008852;
вг;1;1.8818357684288177e-06;
ды;263;0.000494922807096779;
кр;866;0.001629669775459356;
уж;738;0.0013887947971004675;
аю;388;0.0007301522781503813;
щи;407;0.0007659071577505288;
р ;797;0.0014998231074377676;
ум;659;0.0012401297713945908;
ре;3357;0.006317322674615541;
дс;430;0.0008091893804243916;
пр;3633;0.0068367093467018945;
ав;1566;0.0029469548133595285;
ба;754;0.0014189041693953286;
сл;1606;0.0030222282440966813;
ащ;127;0.00023899314259045985;
ие;1189;0.002237502728661864;
от;3133;0.005895791462487486;
ве;2523;0.004747871643745907;
тс;716;0.0013473944101950336;
лж;198;0.0003726034821489059;
ях;127;0.00023899314259045985;
ге;163;0.00030673923025389727;
нр;70;0.00013172850379001723;
уо;44;8.280077381086798e-05;
рт;313;0.0005890145955182199;
гт;17;3.1991208063289904e-05;
 у;2158;0.004061001588269389;
ощ;104;0.00019571091991659703;
ли;3916;0.00736926886916725;
ег;1886;0.00354914225925675;
аш;308;0.0005796054166760759;
ня;591;0.0011121649391414312;
кл;383;0.0007207430993082371;
ри;2242;0.004219075792817409;
бр;483;0.0009089266761511189;
ьс;656;0.0012344842640893043;
нв;4;7.527343073715271e-06;
ью;257;0.00048363179248620615;
йо;21;3.951855113700517e-05;
н ;2378;0.004475005457323728;
ах;462;0.0008694081250141138;
ус;568;0.0010688827164675684;
ый;611;0.0011498016545100076;
хэ;12;2.2582029221145812e-05;
жн;657;0.0012363660998577332;
чн;538;0.0010124276434147039;
бн;198;0.0003726034821489059;
ше;1072;0.0020173279437556927;
ое;962;0.0018103260092285226;
вн;540;0.0010161913149515616;
ын;102;0.0001919472483797394;
уп;1453;0.002734307371527072;
ву;1170;0.0022017478490617168;
у ;3082;0.005799817838297616;
им;1525;0.002869799546853947;
га;589;0.0011084012676045737;
вр;471;0.0008863446469299731;
ыл;934;0.0017576346077125156;
пл;324;0.0006097147889709369;
ду;978;0.0018404353815233837;
ши;769;0.0014471317059217609;
дь;329;0.000619123967813081;
нг;55;0.00010350096726358498;
д ;1019;0.0019175906480289652;
шь;218;0.00041024019751748227;
бс;172;0.00032367575216975665;
лн;169;0.0003180302448644702;
ож;1162;0.002186693162914286;
эт;1317;0.002478377707020753;
ыв;481;0.0009051630046142613;
зм;251;0.00047234077787563323;
ру;1104;0.0020775466883454145;
ки;1209;0.0022751394440304407;
ху;39;7.33915949687239e-05;
ща;200;0.00037636715368576356;
дт;81;0.00015242869724273422;
ян;250;0.0004704589421072044;
мч;21;3.951855113700517e-05;
ив;980;0.0018441990530602412;
зг;154;0.00028980270833803794;
рд;184;0.00034625778139090244;
дя;140;0.00026345700758003445;
мо;1910;0.003594306317699042;
че;2169;0.0040817017817221055;
уш;249;0.0004685771063387756;
хн;35;6.586425189500861e-05;
гу;209;0.0003933036756016229;
тр;1286;0.0024200407981994597;
ек;689;0.0012965848444474555;
дл;505;0.000950327063056553;
ря;464;0.0008731717965509714;
ао;9;1.693652191585936e-05;
дб;12;2.2582029221145812e-05;
ые;567;0.0010670008806991397;
еи;47;8.844628111615443e-05;
юр;134;0.0002521659929694616;
ту;612;0.0011516834902784365;
фи;414;0.0007790800081295305;
нс;382;0.0007188612635398084;
ци;453;0.0008524716030982544;
нд;174;0.0003274394237066143;
рж;333;0.0006266513108867963;
ез;502;0.0009446815557512665;
ук;311;0.0005852509239813623;
вп;155;0.00029168454410646676;
еч;548;0.0010312460010989922;
ди;984;0.0018517263961339565;
ьк;508;0.0009559725703618394;
ур;236;0.000444113241349201;
ыд;62;0.00011667381764258669;
ну;1056;0.0019872185714608316;
бщ;106;0.00019947459145345467;
тщ;27;5.080956574757808e-05;
вз;246;0.00046293159903348913;
лс;659;0.0012401297713945908;
зк;42;7.903710227401034e-05;
еп;435;0.0008185985592665357;
оп;588;0.0011065194318361448;
ул;464;0.0008731717965509714;
яр;43;8.091893804243916e-05;
уг;501;0.0009427997199828377;
ьз;96;0.0001806562337691665;
ме;1868;0.0035152692154250312;
жд;490;0.0009220995265301206;
 я;814;0.0015318143155010576;
вл;495;0.0009315087053722648;
ял;353;0.0006642880262553726;
аб;262;0.0004930409713283503;
тя;291;0.000547614208612786;
тм;20;3.763671536857635e-05;
фе;51;9.59736241898697e-05;
ьб;58;0.00010914647456887143;
еж;367;0.0006906337270133761;
ьш;316;0.0005946601028235064;
ап;289;0.0005438505370759283;
шт;74;0.0001392558468637325;
ша;334;0.0006285331466552251;
еб;646;0.0012156659064050163;
ию;193;0.0003631943033067618;
рю;41;7.715526650558152e-05;
кс;62;0.00011667381764258669;
би;483;0.0009089266761511189;
бл;486;0.0009145721834564054;
йн;186;0.0003500214529277601;
хс;26;4.892772997914926e-05;
ры;690;0.0012984666802158841;
бя;287;0.0005400868655390707;
вь;58;0.00010914647456887143;
ац;191;0.0003594306317699042;
ио;154;0.00028980270833803794;
мс;51;9.59736241898697e-05;
це;438;0.0008242440665718222;
нт;436;0.0008204803950349645;
цы;46;8.656444534772561e-05;
кж;40;7.52734307371527e-05;
иг;256;0.00048174995671777733;
 ш;384;0.000722624935076666;
лк;142;0.0002672206791168921;
аг;359;0.0006755790408659455;
св;929;0.0017482254288703717;
ои;498;0.0009371542126775512;
зе;129;0.00024275681412731749;
му;1236;0.0023259490097780186;
ят;934;0.0017576346077125156;
ея;116;0.00021829294913774285;
тч;105;0.00019759275568502585;
ю ;1312;0.0024689685281786087;
 х;594;0.0011178104464467176;
еу;86;0.00016183787608487832;
сп;821;0.0015449871658800593;
юб;225;0.00042341304789648396;
ид;635;0.0011949657129522993;
г ;292;0.0005494960443812148;
са;575;0.00108205556684657;
сн;434;0.0008167167234981069;
яз;152;0.0002860390368011803;
нь;510;0.000959736241898697;
уе;139;0.00026157517181160563;
ев;602;0.0011328651325941482;
нц;143;0.0002691025148853209;
мп;179;0.0003368486025487584;
лы;257;0.00048363179248620615;
ср;186;0.0003500214529277601;
шк;154;0.00028980270833803794;
др;500;0.0009409178842144088;
ха;150;0.00028227536526432266;
кт;308;0.0005796054166760759;
см;378;0.0007113339204660931;
кн;169;0.0003180302448644702;
цо;119;0.0002239384564430293;
тк;274;0.0005156230005494961;
гл;598;0.0011253377895204329;
яс;230;0.00043282222673862806;
б ;128;0.00024087497835888867;
иж;110;0.00020700193452716996;
ув;267;0.0005024501501704943;
ех;236;0.000444113241349201;
аи;102;0.0001919472483797394;
пы;141;0.0002653388433484633;
ющ;189;0.00035566696023304654;
тл;494;0.0009296268696038359;
ья;134;0.0002521659929694616;
дж;329;0.000619123967813081;
йс;282;0.0005306776866969266;
эд;33;6.210058035815099e-05;
уб;281;0.0005287958509284978;
вт;122;0.00022958396374831574;
жо;65;0.00012231932494787315;
чь;120;0.00022582029221145813;
шл;221;0.00041588570482276873;
иб;321;0.0006040692816656505;
юд;186;0.0003500214529277601;
ач;548;0.0010312460010989922;
ыб;114;0.0002145292776008852;
тц;71;0.00013361033955844605;
эр;271;0.0005099774932442096;
ош;334;0.0006285331466552251;
з ;629;0.0011836746983417263;
эл;67;0.0001260829964847308;
бъ;79;0.0001486650257058766;
ыт;334;0.0006285331466552251;
кв;60;0.00011291014610572907;
иу;5;9.409178842144088e-06;
цу;52;9.785545995829852e-05;
сю;72;0.00013549217532687487;
ую;449;0.0008449442600245392;
ищ;53;9.973729572672734e-05;
ца;343;0.0006454696685710844;
иц;347;0.0006529970116447997;
чк;91;0.0001712470549270224;
рп;50;9.409178842144089e-05;
шн;131;0.0002465204856641751;
тп;60;0.00011291014610572907;
юн;42;7.903710227401034e-05;
чу;240;0.00045164058442291626;
рм;130;0.0002446386498957463;
ьч;38;7.150975920029507e-05;
сх;83;0.00015619236877959186;
жр;3;5.645507305286453e-06;
ц ;187;0.0003519032886961889;
яд;247;0.00046481343480191795;
хв;53;9.973729572672734e-05;
зв;391;0.0007357977854556677;
юч;106;0.00019947459145345467;
дх;23;4.3282222673862805e-05;
уч;516;0.0009710272565092699;
ай;388;0.0007301522781503813;
дк;111;0.00020888377029559875;
лг;93;0.00017501072646388004;
ют;190;0.00035754879600147536;
ги;389;0.00073203411391881;
зя;116;0.00021829294913774285;
ъя;86;0.00016183787608487832;
 ц;212;0.00039894918290690935;
ец;201;0.00037824898945419233;
зу;186;0.0003500214529277601;
мл;61;0.00011479198187415787;
нч;75;0.00014113768263216133;
ыш;186;0.0003500214529277601;
иш;279;0.0005250321793916401;
мр;27;5.080956574757808e-05;
вд;156;0.0002935663798748956;
уа;34;6.398241612657981e-05;
сш;32;6.0218744589722167e-05;
фу;31;5.8336908821293346e-05;
зы;153;0.0002879208725696091;
вч;20;3.763671536857635e-05;
оэ;10;1.8818357684288175e-05;
юм;14;2.6345700758003446e-05;
зи;217;0.00040835836174905345;
йш;79;0.0001486650257058766;
дч;37;6.962792343186625e-05;
пк;40;7.52734307371527e-05;
ьц;41;7.715526650558152e-05;
 ю;54;0.00010161913149515616;
зр;160;0.0003010937229486108;
ьг;102;0.0001919472483797394;
дц;164;0.0003086210660223261;
кц;120;0.00022582029221145813;
яе;73;0.0001373740110953037;
бм;21;3.951855113700517e-05;
яв;204;0.0003838944967594788;
ящ;136;0.00025592966450631923;
жк;29;5.457323728443571e-05;
гн;85;0.0001599560403164495;
мь;83;0.00015619236877959186;
ьм;253;0.00047610444941249087;
пн;109;0.00020512009875874114;
рг;99;0.00018630174107445296;
гк;52;9.785545995829852e-05;
фа;75;0.00014113768263216133;
мб;17;3.1991208063289904e-05;
ыз;34;6.398241612657981e-05;
тд;48;9.032811688458325e-05;
ч ;156;0.0002935663798748956;
ып;92;0.00017312889069545122;
пю;2;3.7636715368576354e-06;
оц;77;0.00014490135416901897;
ыр;112;0.00021076560606402757;
ьп;7;1.3172850379001723e-05;
сд;174;0.0003274394237066143;
жу;88;0.00016560154762173596;
йм;118;0.0002220566206746005;
ню;52;9.785545995829852e-05;
оф;35;6.586425189500861e-05;
иа;105;0.00019759275568502585;
эв;27;5.080956574757808e-05;
юй;23;4.3282222673862805e-05;
рч;45;8.468260957929679e-05;
ыж;18;3.387304383171872e-05;
цв;21;3.951855113700517e-05;
ео;135;0.0002540478287378904;
тъ;10;1.8818357684288175e-05;
дэ;33;6.210058035815099e-05;
чо;23;4.3282222673862805e-05;
дъ;19;3.575487960014754e-05;
эк;35;6.586425189500861e-05;
сг;7;1.3172850379001723e-05;
ж ;161;0.0003029755587170396;
ык;62;0.00011667381764258669;
сц;20;3.763671536857635e-05;
рь;358;0.0006736972050975168;
зд;375;0.0007056884131608067;
дз;31;5.8336908821293346e-05;
ыч;84;0.00015807420454802068;
юс;72;0.00013549217532687487;
бк;30;5.645507305286453e-05;
рз;17;3.1991208063289904e-05;
уя;40;7.52734307371527e-05;
уэ;44;8.280077381086798e-05;
дш;25;4.7045894210720445e-05;
гм;6;1.1291014610572906e-05;
рш;74;0.0001392558468637325;
жч;15;2.8227536526432266e-05;
нэ;1;1.8818357684288177e-06;
тю;152;0.0002860390368011803;
дю;10;1.8818357684288175e-05;
чш;72;0.00013549217532687487;
оу;97;0.00018253806953759532;
шу;105;0.00019759275568502585;
пт;23;4.3282222673862805e-05;
фл;12;2.2582029221145812e-05;
яш;2;3.7636715368576354e-06;
шо;108;0.00020323826299031232;
ьд;67;0.0001260829964847308;
йл;335;0.000630414982423654;
хм;8;1.5054686147430542e-05;
ун;83;0.00015619236877959186;
чр;21;3.951855113700517e-05;
йд;115;0.00021641111336931403;
лц;1;1.8818357684288177e-06;
ъе;26;4.892772997914926e-05;
яж;147;0.0002766298579590362;
йщ;8;1.5054686147430542e-05;
щн;53;9.973729572672734e-05;
щу;50;9.409178842144089e-05;
лр;6;1.1291014610572906e-05;
зь;51;9.59736241898697e-05;
уй;45;8.468260957929679e-05;
зт;3;5.645507305286453e-06;
яц;41;7.715526650558152e-05;
йт;185;0.00034813961715933126;
ш ;26;4.892772997914926e-05;
ыг;66;0.00012420116071630197;
ею;104;0.00019571091991659703;
яп;13;2.446386498957463e-05;
рл;33;6.210058035815099e-05;
пч;4;7.527343073715271e-06;
ою;129;0.00024275681412731749;
эм;23;4.3282222673862805e-05;
хр;42;7.903710227401034e-05;
як;86;0.00016183787608487832;
тэ;6;1.1291014610572906e-05;
вщ;1;1.8818357684288177e-06;
кг;3;5.645507305286453e-06;
ип;77;0.00014490135416901897;
хт;6;1.1291014610572906e-05;
вц;9;1.693652191585936e-05;
нм;4;7.527343073715271e-06;
дп;92;0.00017312889069545122;
ьо;13;2.446386498957463e-05;
рщ;4;7.527343073715271e-06;
ыщ;19;3.575487960014754e-05;
вм;67;0.0001260829964847308;
зб;108;0.00020323826299031232;
яй;23;4.3282222673862805e-05;
хл;42;7.903710227401034e-05;
хг;14;2.6345700758003446e-05;
сэ;71;0.00013361033955844605;
сб;44;8.280077381086798e-05;
йч;120;0.00022582029221145813;
гч;22;4.140038690543399e-05;
кш;7;1.3172850379001723e-05;
хи;126;0.00023711130682203103;
яю;44;8.280077381086798e-05;
мг;18;3.387304383171872e-05;
еа;62;0.00011667381764258669;
тф;1;1.8818357684288177e-06;
зж;23;4.3282222673862805e-05;
рх;68;0.00012796483225315961;
ьв;25;4.7045894210720445e-05;
п ;17;3.1991208063289904e-05;
вх;10;1.8818357684288175e-05;
нф;4;7.527343073715271e-06;
юг;3;5.645507305286453e-06;
еф;25;4.7045894210720445e-05;
ьт;41;7.715526650558152e-05;
вэ;3;5.645507305286453e-06;
лт;43;8.091893804243916e-05;
зл;116;0.00021829294913774285;
рц;14;2.6345700758003446e-05;
уф;5;9.409178842144088e-06;
яи;6;1.1291014610572906e-05;
нщ;47;8.844628111615443e-05;
эф;10;1.8818357684288175e-05;
жь;7;1.3172850379001723e-05;
юш;4;7.527343073715271e-06;
иф;79;0.0001486650257058766;
лб;10;1.8818357684288175e-05;
хд;1;1.8818357684288177e-06;
йв;11;2.0700193452716996e-05;
ъю;4;7.527343073715271e-06;
йр;2;3.7636715368576354e-06;
уи;42;7.903710227401034e-05;
рб;29;5.457323728443571e-05;
ф ;18;3.387304383171872e-05;
лп;10;1.8818357684288175e-05;
пс;49;9.220995265301207e-05;
ьи;37;6.962792343186625e-05;
рф;2;3.7636715368576354e-06;
бз;3;5.645507305286453e-06;
эп;7;1.3172850379001723e-05;
мт;22;4.140038690543399e-05;
юж;13;2.446386498957463e-05;
жб;7;1.3172850379001723e-05;
яг;53;9.973729572672734e-05;
 щ;22;4.140038690543399e-05;
юк;6;1.1291014610572906e-05;
мк;20;3.763671536857635e-05;
бв;80;0.0001505468614743054;
кэ;33;6.210058035815099e-05;
лв;7;1.3172850379001723e-05;
нз;7;1.3172850379001723e-05;
тх;3;5.645507305286453e-06;
йк;48;9.032811688458325e-05;
бж;10;1.8818357684288175e-05;
лч;49;9.220995265301207e-05;
зц;3;5.645507305286453e-06;
сф;12;2.2582029221145812e-05;
км;3;5.645507305286453e-06;
дм;14;2.6345700758003446e-05;
чл;32;6.0218744589722167e-05;
хе;43;8.091893804243916e-05;
гф;1;1.8818357684288177e-06;
сж;9;1.693652191585936e-05;
юл;10;1.8818357684288175e-05;
бх;47;8.844628111615443e-05;
зъ;12;2.2582029221145812e-05;
юх;5;9.409178842144088e-06;
ыу;3;5.645507305286453e-06;
эй;302;0.000568314402065503;
вб;3;5.645507305286453e-06;
бч;2;3.7636715368576354e-06;
бд;22;4.140038690543399e-05;
нх;266;0.0005005683144020655;
жт;2;3.7636715368576354e-06;
яб;14;2.6345700758003446e-05;
гс;19;3.575487960014754e-05;
юз;4;7.527343073715271e-06;
бш;3;5.645507305286453e-06;
мэ;43;8.091893804243916e-05;
бь;18;3.387304383171872e-05;
эг;4;7.527343073715271e-06;
йф;6;1.1291014610572906e-05;
ьщ;4;7.527343073715271e-06;
пш;5;9.409178842144088e-06;
фт;8;1.5054686147430542e-05;
бю;8;1.5054686147430542e-05;
эб;1;1.8818357684288177e-06;
эс;5;9.409178842144088e-06;
фч;1;1.8818357684288177e-06;
цк;6;1.1291014610572906e-05;
хк;1;1.8818357684288177e-06;
ыи;6;1.1291014610572906e-05;
щь;20;3.763671536857635e-05;
щр;4;7.527343073715271e-06;
дг;6;1.1291014610572906e-05;
шр;1;1.8818357684288177e-06;
лф;3;5.645507305286453e-06;
зч;1;1.8818357684288177e-06;
ыц;2;3.7636715368576354e-06;
тш;2;3.7636715368576354e-06;
съ;6;1.1291014610572906e-05;
пь;5;9.409178842144088e-06;
нб;6;1.1291014610572906e-05;
кд;3;5.645507305286453e-06;
чм;1;1.8818357684288177e-06;
сз;1;1.8818357684288177e-06;
эз;1;1.8818357684288177e-06;
жг;1;1.8818357684288177e-06;
жл;3;5.645507305286453e-06;
зп;6;1.1291014610572906e-05;
чв;2;3.7636715368576354e-06;
юц;1;1.8818357684288177e-06;
нж;8;1.5054686147430542e-05;
мх;1;1.8818357684288177e-06;
уц;2;3.7636715368576354e-06;
гв;2;3.7636715368576354e-06;
фы;3;5.645507305286453e-06;
йе;20;3.763671536857635e-05;
лм;6;1.1291014610572906e-05;
тз;6;1.1291014610572906e-05;
кз;5;9.409178842144088e-06;
фн;1;1.8818357684288177e-06;
нъ;6;1.1291014610572906e-05;
мц;3;5.645507305286453e-06;
ыя;19;3.575487960014754e-05;
аэ;2;3.7636715368576354e-06;
фс;2;3.7636715368576354e-06;
хш;1;1.8818357684288177e-06;
лщ;1;1.8818357684288177e-06;
шв;1;1.8818357684288177e-06;
юв;1;1.8818357684288177e-06;
зс;2;3.7636715368576354e-06;
щ ;1;1.8818357684288177e-06;
мф;3;5.645507305286453e-06;
фь;1;1.8818357684288177e-06;
мв;1;1.8818357684288177e-06;
йц;5;9.409178842144088e-06;
нл;2;3.7636715368576354e-06;
юа;1;1.8818357684288177e-06;
оа;2;3.7636715368576354e-06;
бэ;1;1.8818357684288177e-06;
яу;1;1.8818357684288177e-06;
бт;1;1.8818357684288177e-06;
пц;2;3.7636715368576354e-06;
тб;8;1.5054686147430542e-05;
цб;1;1.8818357684288177e-06;
кх;1;1.8818357684288177e-06;
лз;2;3.7636715368576354e-06;
йэ;1;1.8818357684288177e-06;
мщ;5;9.409178842144088e-06;
мз;2;3.7636715368576354e-06;
тг;1;1.8818357684288177e-06;
гш;1;1.8818357684288177e-06;
жс;1;1.8818357684288177e-06;
цд;1;1.8818357684288177e-06;
 й;3;5.645507305286453e-06;
кю;12;2.2582029221145812e-05;
фя;2;3.7636715368576354e-06;
шм;7;1.3172850379001723e-05;
бг;1;1.8818357684288177e-06;
хъ;1;1.8818357684288177e-06;
